timestamp,ax,ay,az,gx,gy,gz,activity
27840, 1.000000, 0.445068, -0.376587, 0.604370, -21.057129, -58.410660, -43.457031,right_down
27860, 1.000000, 0.456665, -0.338989, 0.541870, -29.296883, -53.833023, -38.757324,right_down
27880, 1.000000, 0.429321, -0.332397, 0.421875, -23.925789, -50.109879, -34.851074,right_down
27900, 1.000000, 0.389893, -0.227417, 0.196777, -16.052246, -44.189453, -26.794441,right_down
27920, 1.000000, 0.638062, -0.170288, 0.056519, -58.410660, 11.535648, 16.479492,right_down
27940, 1.000000, 0.761353, -0.449829, 0.012695, 41.381836, 90.698273, 48.584000,right_down
27960, 1.000000, 0.639893, -0.269653, 0.119141, 177.002014, 176.086426, 80.688477,right_down
27980, 1.000000, 0.313354, 0.028809, 0.544067, 135.620117, 236.084045, 114.501984,right_down
28000, 1.000000, -0.070679, -0.294434, 1.098877, 61.157242, 226.135315, 122.131378,right_down
28020, 1.000000, -0.049072, -0.484741, 1.613892, 33.325195, 152.954102, 99.792511,right_down
28040, 1.000000, -0.064453, -0.635742, 1.814697, -23.132332, 53.649918, 70.617676,right_down
28060, 1.000000, -0.049561, -0.750000, 1.738281, -71.105957, -28.442390, 29.541023,right_down
28080, 1.000000, 0.036377, -0.825562, 1.451416, -83.679199, -68.664551, -7.873537,right_down
28100, 1.000000, 0.185181, -0.729492, 1.159302, -58.959976, -75.744629, -31.311043,right_down
28120, 1.000000, 0.393311, -0.569336, 0.859131, -32.348633, -56.457535, -32.958984,right_down
28140, 1.000000, 0.429932, -0.545166, 0.762329, -20.874023, -38.513184, -25.451668,right_down
28160, 1.000000, 0.429443, -0.562134, 0.739502, -13.183598, -24.169930, -19.714355,right_down
28180, 1.000000, 0.361206, -0.602295, 0.763794, 4.150391, -18.920898, -20.019531,right_down
28200, 1.000000, 0.312378, -0.572998, 0.796143, 17.944336, -20.080566, -23.681648,right_down
28220, 1.000000, 0.308594, -0.528687, 0.827759, 6.286623, -24.169930, -25.451668,right_down
28260, 1.000000, 0.339478, -0.535767, 0.809814, -18.676758, -37.475586, -34.301758,right_down
28280, 1.000000, 0.338135, -0.548096, 0.769897, -9.216309, -43.579102, -39.367676,right_down
28300, 1.000000, 0.353149, -0.459595, 0.728149, -7.812502, -48.522964, -42.419434,right_down
28320, 1.000000, 0.366211, -0.426880, 0.664917, -29.907234, -51.574722, -42.114258,right_down
28340, 1.000000, 0.397583, -0.424194, 0.608887, -24.353035, -51.452652, -40.893555,right_down
28360, 1.000000, 0.396851, -0.346069, 0.471069, -8.850098, -48.706070, -36.621094,right_down
28380, 1.000000, 0.400879, -0.246216, 0.300659, -16.418457, -41.198730, -22.827156,right_down
28400, 1.000000, 0.536377, -0.263306, 0.218628, -14.221195, -19.104004, 0.061035,right_down
28420, 1.000000, 0.620972, -0.296265, 0.116577, 18.859863, 27.832039, 29.907234,right_down
28440, 1.000000, 0.620850, -0.334839, 0.094116, 89.782745, 95.336945, 61.096207,right_down
28460, 1.000000, 0.368652, -0.180298, 0.310425, 102.111847, 163.085938, 87.890625,right_down
28480, 1.000000, 0.236816, -0.244507, 0.694824, 100.585968, 193.054260, 104.309113,right_down
28500, 1.000000, 0.116333, -0.317749, 1.185791, 80.139160, 170.471191, 114.501984,right_down
28520, 1.000000, -0.085205, -0.557251, 1.659424, -3.967286, 65.612793, 85.510254,right_down
28540, 1.000000, -0.042236, -0.788452, 1.609131, -73.120117, -3.234864, 36.499023,right_down
28560, 1.000000, 0.042847, -0.875610, 1.389526, -81.115723, -40.344238, -12.390141,right_down
28580, 1.000000, 0.157349, -0.800903, 1.159668, -43.762207, -48.278824, -41.198730,right_down
28600, 1.000000, 0.283569, -0.574707, 0.955688, -17.028809, -42.907715, -44.189453,right_down
28620, 1.000000, 0.376465, -0.483521, 0.836548, -19.958496, -33.630371, -30.517586,right_down
28640, 1.000000, 0.411133, -0.501221, 0.821045, -14.465336, -26.245125, -16.479492,right_down
28660, 1.000000, 0.347290, -0.537964, 0.852539, -1.098633, -24.169930, -9.460449,right_down
28680, 1.000000, 0.257446, -0.549316, 0.862671, 9.887695, -29.907234, -11.779789,right_down
28700, 1.000000, 0.258057, -0.532349, 0.865601, 7.751467, -36.743164, -17.333984,right_down
28720, 1.000000, 0.287354, -0.519409, 0.858765, -3.540040, -40.100098, -23.254402,right_down
28740, 1.000000, 0.294678, -0.517700, 0.816528, -16.174316, -40.344238, -25.573738,right_down
28760, 1.000000, 0.309692, -0.524902, 0.790527, -20.996094, -41.442871, -28.625496,right_down
28780, 1.000000, 0.339722, -0.514893, 0.762817, -18.981934, -43.151855, -31.677254,right_down
28800, 1.000000, 0.359619, -0.486694, 0.733398, -24.108894, -43.579102, -31.921394,right_down
28820, 1.000000, 0.360352, -0.464722, 0.682983, -33.874512, -44.006348, -31.494148,right_down
28840, 1.000000, 0.394409, -0.454956, 0.631958, -35.339355, -44.555679, -31.921394,right_down
28860, 1.000000, 0.419800, -0.440430, 0.571777, -25.146492, -43.762207, -30.822762,right_down
28880, 1.000000, 0.392456, -0.367065, 0.470459, -13.427738, -40.710449, -26.184090,right_down
28900, 1.000000, 0.341797, -0.207886, 0.269409, -16.235352, -34.606934, -12.756351,right_down
28920, 1.000000, 0.540283, -0.167114, 0.211426, -72.998047, -14.282230, 19.409180,right_down
28940, 1.000000, 0.569092, -0.513306, 0.266357, 1.831055, 51.818863, 60.974136,right_down
28960, 1.000000, 0.463745, -0.529541, 0.379883, 105.468781, 105.834991, 75.561523,right_down
28980, 1.000000, 0.387939, -0.362671, 0.584473, 143.493652, 149.841309, 87.585449,right_down
29000, 1.000000, 0.119629, -0.362305, 0.903320, 56.823746, 160.278320, 97.351105,right_down
29020, 1.000000, 0.036133, -0.716187, 1.233887, 19.104004, 124.267609, 76.293945,right_down
29040, 1.000000, 0.080322, -0.735229, 1.447510, 13.610844, 58.898941, 41.381836,right_down
29060, 1.000000, 0.062988, -0.770508, 1.465210, -15.808109, -3.601075, 13.671879,right_down
29080, 1.000000, 0.090088, -0.792480, 1.326050, -22.766121, -41.931152, -11.474613,right_down
29100, 1.000000, 0.154785, -0.697021, 1.110718, -24.108894, -56.823746, -26.672371,right_down
29120, 1.000000, 0.264771, -0.645386, 0.923950, -17.578125, -54.687515, -32.043457,right_down
29140, 1.000000, 0.373169, -0.576904, 0.760620, 7.385256, -36.865234, -29.235847,right_down
29160, 1.000000, 0.377563, -0.571899, 0.751709, 24.230965, -24.475105, -25.024422,right_down
29180, 1.000000, 0.316650, -0.541382, 0.776855, 30.639656, -17.883301, -22.094727,right_down
29200, 1.000000, 0.300415, -0.502441, 0.803711, 18.737793, -18.371582, -19.531250,right_down
